section_data_set_database_id,gene_name,gene_acronym,gene_entrez id,gene_database id,probe_name,probe_database_id,energy_file_name,reference_space_database_id,reference_space_name,annotation_file_name,atlas_file_name,classifications
100075410,"nuclear receptor subfamily 4, group A, member 2",Nr4a2,18227,17994,RP_090724_04_C12,1005808,100075410_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/Transcription factor
100075170,oocyte specific homeobox 6,Obox6,252830,89955,RP_090514_02_E05,1004316,100075170_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075407,neurexophilin 4,Nxph4,104080,68246,RP_090724_04_D07,1005811,100075407_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process
100083568,reproductive homeobox 1,Rhox1,385343,121786,RP_090901_03_F07,1007078,100083568_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075393,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",Cited2,17684,17451,RP_090724_05_F04,1005972,100075393_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor/TGF-beta signaling pathway
100083093,Fas (TNF receptor superfamily member 6),Fas,14102,13879,RP_090901_03_E07,1007066,100083093_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/MAPKKK cascade/NF-kappaB Cascade
100075412,max binding protein,Mnt,17428,17196,RP_090724_01_C10,1005836,100075412_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100075447,forkhead box N3,Foxn3,71375,47216,RP_090122_02_D05,1003727,100075447_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/Transcription factor/TGF-beta signaling pathway
100083064,neuromedin B receptor,Nmbr,18101,17868,RP_090901_03_C02,1007037,100083064_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/G-protein coupled receptor/Calcium-mediated signaling
100075441,cysteine rich protein 61,Cyr61,16007,15780,RP_090724_04_C03,1005824,100075441_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083014,RAS-related C3 botulinum substrate 1,Rac1,19353,19116,RP_090901_01_C05,1007212,100083014_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Huntington disease/FGF signaling pathway/Inflammation mediated by chemokine and cytokine signaling pathway/EGF receptor signaling pathway
100075474,zinc finger and BTB domain containing 20,Zbtb20,56490,35770,RP_090707_01_H02,1005062,100075474_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100082514,zinc finger protein of the cerebellum 5,Zic5,65100,41618,RP_090724_04_D02,1005810,100082514_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100075435,progesterone receptor,Pgr,18667,18433,RP_090707_03_H03,1005258,100075435_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Transcription factor
100083000,TOX high mobility group box family member 2,Tox2,269389,92738,RP_090901_03_A01,1007012,100083000_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100083628,toll-like receptor 2,Tlr2,24088,23839,RP_090901_01_B09,1007204,100083628_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process
100075454,RAR-related orphan receptor beta,Rorb,225998,86335,RP_090724_01_B08,1005851,100075454_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075448,"ATPase, Na+/K+ transporting, beta 2 polypeptide",Atp1b2,11932,11718,RP_090724_01_C03,1005835,100075448_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075370,ets variant gene 2,Etv2,14008,13785,RP_090413_02_A03,1003967,100075370_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor/MAPKKK cascade/PDGF signaling pathway
100083057,myocilin,Myoc,17926,17693,RP_090901_03_D11,1007058,100083057_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process
100083012,secretogranin II,Scg2,20254,20017,RP_090901_01_C08,1007215,100083012_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100082997,reproductive homeobox 10,Rhox10,434769,131349,RP_090901_03_A05,1007016,100082997_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075445,"casein kinase 1, delta",Csnk1d,104318,68483,RP_090724_01_A11,1005829,100075445_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Parkinson disease/Wnt signaling pathway/Hedgehog signaling pathway
100075166,retinoid X receptor alpha,Rxra,20181,19944,RP_090514_02_C06,1004293,100075166_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Transcription factor
100075165,zinc finger homeobox 2,Zfhx2,239102,88528,RP_090514_02_C04,1004291,100075165_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100083087,hemochromatosis,Hfe,15216,14992,RP_090901_03_E08,1007067,100083087_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083016,dual specificity phosphatase 14,Dusp14,56405,35685,RP_090901_01_C03,1007210,100083016_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/MAPKKK cascade/Oxidative stress response
100083565,secretogranin III,Scg3,20255,20018,RP_090917_01_A09,1007804,100083565_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100082994,"Parkinson disease (autosomal recessive, juvenile) 2, parkin",Park2,50873,30357,RP_090901_03_B04,1007027,100082994_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor/Parkinson disease
100083589,"dynein, axonemal, heavy chain 2",Dnahc2,216851,85070,RP_090917_02_D02,1007764,100083589_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075478,"transient receptor potential cation channel, subfamily C, member 6",Trpc6,22068,21825,RP_090724_03_B05,1005794,100075478_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity/Alzheimer disease presenilin pathway/Calcium-mediated signaling
100083534,RAS-related C3 botulinum substrate 3,Rac3,170758,82061,RP_090901_03_F03,1007074,100083534_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Huntington disease/FGF signaling pathway/Inflammation mediated by chemokine and cytokine signaling pathway/EGF receptor signaling pathway
100083075,"cholinergic receptor, nicotinic, beta polypeptide 4",Chrnb4,108015,72177,RP_090901_03_B06,1007029,100083075_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity/GABA receptor/Ligand-gated ion channel activity
100082533,fibronectin type III domain containing 3A,Fndc3a,319448,106383,RP_090122_04_G03,1003753,100082533_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075414,leucine-rich repeat kinase 2,Lrrk2,66725,42568,RP_090724_04_A11,1005805,100075414_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/MAPKKK cascade/NF-kappaB Cascade
100075476,vascular endothelial growth factor B,Vegfb,22340,22097,RP_090724_02_B05,1005847,100075476_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/MAPKKK cascade
100082990,high mobility group AT-hook 1,Hmga1,15361,15136,RP_090901_01_A02,1007185,100082990_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083629,non-catalytic region of tyrosine kinase adaptor protein 2,Nck2,17974,17741,RP_090901_01_B06,1007201,100083629_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/PDGF signaling pathway
100082519,myogenic factor 6,Myf6,17878,17645,RP_090724_03_D01,1005819,100082519_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100082527,myocyte enhancer factor 2A,Mef2a,17258,17027,RP_090707_01_C05,1005026,100082527_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor/Oxidative stress response
100083583,"glutamate receptor, metabotropic 6",Grm6,108072,72234,RP_090917_01_C06,1007825,100083583_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100075426,ADNP homeobox 2,Adnp2,240442,88720,RP_090724_01_G07,1005845,100075426_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083005,"ankyrin 3, epithelial",Ank3,11735,11522,RP_090901_01_A03,1007186,100083005_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075385,forkhead box J1,Foxj1,15223,14999,RP_090724_06_G07,1005775,100075385_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/Transcription factor/TGF-beta signaling pathway
100075418,G-protein coupled receptor 88,Gpr88,64378,40979,RP_090724_01_C12,1005838,100075418_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100083073,neuropeptide Y receptor Y5,Npy5r,18168,17935,RP_090901_03_C03,1007038,100083073_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100075481,tyrosine kinase with immunoglobulin-like and EGF-like domains 1,Tie1,21846,21605,RP_090724_02_A10,1005846,100075481_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development
100075361,Iroquois related homeobox 5 (Drosophila),Irx5,54352,33643,RP_090413_01_E01,1004228,100075361_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100075431,SRY-box containing gene 7,Sox7,20680,20442,RP_090724_03_D03,1005796,100075431_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100083535,vascular endothelial growth factor A,Vegfa,22339,22096,RP_090901_03_F02,1007073,100083535_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/MAPKKK cascade
100075144,"POU domain, class 2, transcription factor 2",Pou2f2,18987,18750,RP_090514_02_D12,1004311,100075144_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100083574,"complement component 1, q subcomponent, beta polypeptide",C1qb,12260,12045,RP_090901_03_G09,1007092,100083574_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083002,WD repeat and HMG-box DNA binding protein 1,Wdhd1,218973,85441,RP_090901_01_A10,1007193,100083002_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075416,human immunodeficiency virus type I enhancer binding protein 2,Hivep2,15273,15048,RP_090724_03_C01,1005818,100075416_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100075420,fibroblast growth factor receptor 3,Fgfr3,14184,13961,RP_090724_01_D01,1005839,100075420_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/FGF signaling pathway
100075371,DNA (cytosine-5-)-methyltransferase 3-like,Dnmt3l,54427,33718,RP_090413_01_E03,1004230,100075371_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083018,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",Atp1a1,11928,11714,RP_090901_01_C01,1007208,100083018_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Ion channel activity
100083557,"upstream binding transcription factor, RNA polymerase I-like 1",Ubtfl1,546118,144479,RP_090917_02_A06,1007732,100083557_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100083085,integrin beta 1 (fibronectin receptor beta),Itgb1,16412,16185,RP_090901_03_D03,1007050,100083085_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083095,apolipoprotein D,Apod,11815,11602,RP_090901_03_C12,1007047,100083095_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083588,dihydropyrimidinase-like 5,Dpysl5,65254,41755,RP_090901_03_G02,1007085,100083588_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075475,wingless related MMTV integration site 8b,Wnt8b,22423,22180,RP_090724_04_D01,1005809,100075475_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100075436,"opioid receptor, delta 1",Oprd1,18386,18153,RP_090724_03_B02,1005817,100075436_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100075415,insulin-like growth factor binding protein 3,Igfbp3,16009,15782,RP_090724_04_A09,1005803,100075415_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083586,"cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)",Chrna2,110902,75055,RP_090917_01_A06,1007801,100083586_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity/GABA receptor/Ligand-gated ion channel activity
100075432,SRY-box containing gene 3,Sox3,20675,20437,RP_090707_04_D10,1005313,100075432_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100083575,"LIM-domain containing, protein kinase",Limk1,16885,16656,RP_090901_03_G06,1007089,100083575_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/MAPKKK cascade/NF-kappaB Cascade
100075142,histone deacetylase 2,Hdac2,15182,14958,RP_090514_02_D09,1004308,100075142_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Wnt signaling pathway
100075153,hairy and enhancer of split 5 (Drosophila),Hes5,15208,14984,RP_090514_02_E02,1004313,100075153_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor/Notch signaling pathway
100083587,glucagon,Gcg,14526,14302,RP_090917_01_A05,1007800,100083587_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083017,"hemoglobin, beta adult minor chain",Hbb-b2,15130,14906,RP_090901_01_C02,1007209,100083017_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075425,"cholinergic receptor, nicotinic, alpha polypeptide 6",Chrna6,11440,11229,RP_090724_01_B01,1005831,100075425_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity/GABA receptor/Ligand-gated ion channel activity
100082515,"solute carrier family 18 (vesicular monoamine), member 3",Slc18a3,20508,20270,RP_090724_03_G01,1005800,100082515_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process
100075429,wingless-related MMTV integration site 4,Wnt4,22417,22174,RP_090707_04_C03,1005294,100075429_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083023,putative homeodomain transcription factor 2,Phtf2,68770,44612,RP_090901_01_A11,1007194,100083023_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100075402,"protease, serine, 12 neurotrypsin (motopsin)",Prss12,19142,18905,RP_090724_01_F08,1005844,100075402_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process
100083548,dopamine receptor D5,Drd5,13492,13271,RP_090826_05_A01,1007347,100083548_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100083550,somatostatin receptor 2,Sstr2,20606,20368,RP_090901_03_F12,1007083,100083550_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100083579,neurotensin receptor 2,Ntsr2,18217,17984,RP_090901_03_F09,1007080,100083579_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100075449,AE binding protein 2,Aebp2,11569,11356,RP_090707_02_D03,1005091,100075449_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100083069,mitogen-activated protein kinase 8 interacting protein 3,Mapk8ip3,30957,29947,RP_090901_03_D07,1007054,100083069_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083010,"aldehyde dehydrogenase 4 family, member A1",Aldh4a1,212647,84449,RP_090901_01_C10,1007217,100083010_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075411,nuclear factor I/B,Nfib,18028,17795,RP_090122_02_C05,1003715,100075411_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100083081,SH3/ankyrin domain gene 3,Shank3,58234,37264,RP_090901_03_E02,1007061,100083081_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075368,fibroblast growth factor 20,Fgf20,80857,56628,RP_090707_04_C06,1005297,100075368_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/MAPKKK cascade/FGF signaling pathway
100075380,Crx opposite strand transcript 1,Crxos1,546024,142452,RP_090724_06_H04,1005784,100075380_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100083533,enabled homolog (Drosophila),Enah,13800,13578,RP_090901_03_F04,1007075,100083533_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075168,SRY-box containing gene 17,Sox17,20671,20433,RP_090514_02_C12,1004299,100075168_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100082512,plexin B1,Plxnb1,235611,88096,RP_090724_04_D10,1005826,100082512_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development
100075473,zinc finger protein 189,Zfp189,230162,87008,RP_090724_01_B03,1005833,100075473_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100083554,myelin oligodendrocyte glycoprotein,Mog,17441,17209,RP_090917_02_D08,1007770,100083554_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075374,oocyte specific homeobox 1,Obox1,71468,47309,RP_090724_06_H09,1005789,100075374_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083066,"cholinergic receptor, nicotinic, alpha polypeptide 9",Chrna9,231252,87214,RP_090901_03_B10,1007033,100083066_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity/GABA receptor/Ligand-gated ion channel activity
100075453,"sodium channel, nonvoltage-gated 1 alpha",Scnn1a,20276,20039,RP_090724_03_B03,1005792,100075453_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity
100083567,"glutamate receptor, ionotropic, kainate 3",Grik3,14807,14583,RP_090901_03_F08,1007079,100083567_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity/Ligand-gated ion channel activity/Huntington disease
100075480,"transducin-like enhancer of split 3, homolog of Drosophila E(spl)",Tle3,21887,21646,RP_090724_01_D02,1005840,100075480_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor/Wnt signaling pathway
100083552,"glutamate receptor, ionotropic, kainate 5 (gamma 2)",Grik5,14809,14585,RP_090917_02_F05,1007775,100083552_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity/Ligand-gated ion channel activity/Huntington disease
100075451,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",Sema6c,20360,20123,RP_090724_04_D12,1005815,100075451_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development
100075408,"neurotrophic tyrosine kinase, receptor, type 2",Ntrk2,18212,17979,RP_090724_01_C11,1005837,100075408_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development
100083009,annexin A4,Anxa4,11746,11533,RP_090901_01_C11,1007218,100083009_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075421,"casein kinase 2, beta polypeptide",Csnk2b,13001,12784,RP_090724_01_E02,1005853,100075421_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/Parkinson disease/Wnt signaling pathway/Cadherin signaling pathway
100083580,complement component 4B (Chido blood group),C4b,12268,12053,RP_090901_03_E12,1007071,100083580_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075450,zinc finger protein of the cerebellum 1,Zic1,22771,22528,RP_090707_01_G02,1005053,100075450_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100083562,hypocretin (orexin) receptor 2,Hcrtr2,387285,122371,RP_090917_02_G07,1007789,100083562_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100083080,transcription factor-like 5 (basic helix-loop-helix),Tcfl5,277353,93209,RP_090901_03_E03,1007062,100083080_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075143,vasoactive intestinal peptide receptor 2,Vipr2,22355,22112,RP_090514_02_D10,1004309,100075143_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100083570,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",B3gnt2,53625,32943,RP_090901_03_F01,1007072,100083570_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083569,myeloid/lymphoid or mixed-lineage leukemia 2,Mll2,381022,120035,RP_090901_03_F06,1007077,100083569_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075443,"casein kinase 2, alpha 1 polypeptide",Csnk2a1,12995,12778,RP_090724_01_F05,1005841,100075443_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/Parkinson disease/Wnt signaling pathway/Cadherin signaling pathway
100083092,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",Slc9a9,331004,109037,RP_090901_03_E11,1007070,100083092_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075428,wingless-related MMTV integration site 8A,Wnt8a,20890,20652,RP_081030_02_G01,1003206,100075428_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100083571,somatostatin receptor 3,Sstr3,20607,20369,RP_090917_02_C05,1007755,100083571_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100075390,TGFB-induced factor homeobox 2,Tgif2,228839,86790,RP_090724_06_G09,1005777,100075390_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100075167,sine oculis-related homeobox 5 homolog (Drosophila),Six5,20475,20237,RP_090514_02_C10,1004297,100075167_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100075417,Hedgehog-interacting protein,Hhip,15245,15021,RP_090724_01_C09,1005852,100075417_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/G-protein coupled receptor
100075151,"POU domain class 5, transcription factor 2",Pou5f2,75507,51348,RP_090612_03_C07,1004349,100075151_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100075409,neuritin 1,Nrn1,68404,44246,RP_090612_01_A05,1004358,100075409_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083060,"myosin, heavy polypeptide 10, non-muscle",Myh10,77579,53419,RP_090901_03_D10,1007057,100083060_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Inflammation mediated by chemokine and cytokine signaling pathway
100082513,plexin A3,Plxna3,18846,18610,RP_090724_04_D09,1005813,100082513_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development
100075427,wingless-type MMTV integration site 9A,Wnt9a,216795,85049,RP_090724_04_E01,1005827,100075427_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Alzheimer disease presenilin pathway/Wnt signaling pathway/Cadherin signaling pathway
100082996,alpha-2-macroglobulin,A2m,232345,87409,RP_090901_03_A10,1007021,100082996_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083591,vasoactive intestinal peptide receptor 1,Vipr1,22354,22111,RP_090917_02_B03,1007741,100083591_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100075403,porcupine homolog (Drosophila),Porcn,53627,32945,RP_090724_04_A08,1005802,100075403_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075424,contactin 2,Cntn2,21367,21128,RP_090724_04_A10,1005804,100075424_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development
100083561,"NK2 transcription factor related, locus 4 (Drosophila)",Nkx2-4,228731,86764,RP_090917_03_H02,1007793,100083561_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100083056,neurofibromatosis 1,Nf1,18015,17782,RP_090901_03_D12,1007059,100083056_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,EGF receptor signaling pathway
100083015,"complement component 1, q subcomponent, alpha polypeptide",C1qa,12259,12044,RP_090901_01_C04,1007211,100083015_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083074,melanocortin 3 receptor,Mc3r,17201,16970,RP_090901_03_C01,1007036,100083074_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100075154,homeobox gene expressed in ES cells,Hesx1,15209,14985,RP_090514_02_E08,1004319,100075154_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100083020,numb gene homolog (Drosophila),Numb,18222,17989,RP_090901_01_B11,1007206,100083020_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Notch signaling pathway/MAPKKK cascade
100083059,myeloid/lymphoid or mixed-lineage leukemia 3,Mll3,231051,87181,RP_090901_03_C07,1007042,100083059_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083560,oocyte specific homeobox 3,Obox3,246791,89950,RP_090917_03_H03,1007794,100083560_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100075395,orthopedia homolog (Drosophila),Otp,18420,18187,RP_090724_06_G05,1005773,100075395_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100083061,sosondowah ankyrin repeat domain family member A,Sowaha,237761,88370,RP_090901_03_C10,1007045,100083061_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083001,cyclin-dependent kinase 5,Cdk5,12568,12353,RP_090901_01_D04,1007223,100083001_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/MAPKKK cascade
100082525,zinc finger homeodomain 4,Zfhx4,80892,56662,RP_090707_03_B11,1005194,100082525_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100083584,transferrin,Trf,22041,21798,RP_090917_01_B07,1007814,100083584_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075369,Fer3-like (Drosophila),Ferd3l,114712,77439,RP_090413_02_F11,1004035,100075369_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
